Date,Product_Category,Price,Discount_Percent,Final_Price,Ad_Spend_PPC,Stock_Level,Amazon_Buy_Box_Percentage,FBA_Status,Day_Of_Week,Is_Holiday,Weather,Season,Units_Sold,High_Demand
2023-02-17 23:31:11.827182,Beauty & Personal Care,275.18,0.05,261.42,67.42,55,0.88,FBA,4,0,Rain,1,117,0
2023-02-18 00:23:37.101710,Home & Kitchen,21.62,0.0,21.62,64.62,338,0.54,FBM,5,0,Clear,1,119,0
2023-02-18 01:16:02.376237,Home & Kitchen,49.1,0.0,49.1,61.67,520,0.52,FBA,5,0,Clear,1,157,0
2023-02-18 02:08:27.650765,Beauty & Personal Care,214.81,0.0,214.81,26.7,752,0.38,FBA,5,0,Rain,1,147,0
2023-02-18 03:00:52.925292,Sports & Outdoors,472.03,0.5,236.01,26.71,499,0.85,FBM,5,0,Rain,1,208,0
2023-02-18 03:53:18.199819,Sports & Outdoors,363.54,0.05,345.36,86.3,996,0.91,Amazon Retail,5,0,Clear,1,146,0
2023-02-18 04:45:43.474347,Home & Kitchen,53.18,0.1,47.86,1.28,483,0.98,FBA,5,0,Clear,1,187,0
2023-02-18 05:38:08.748874,Beauty & Personal Care,424.7,0.15,360.99,18.15,163,0.98,FBA,5,0,Clear,1,223,1
2023-02-18 06:30:34.023402,Beauty & Personal Care,368.83,0.15,313.5,61.02,440,0.98,FBA,5,0,Clear,1,180,0
2023-02-18 07:22:59.297929,"Clothing, Shoes & Jewelry",309.36,0.1,278.43,81.7,974,0.74,FBA,5,0,Cloudy,1,191,0
2023-02-18 08:15:24.572457,Sports & Outdoors,411.94,0.0,411.94,35.83,132,0.61,FBA,5,0,Clear,1,118,0
2023-02-18 09:07:49.846984,Electronics,312.02,0.2,249.62,65.34,80,0.26,FBM,5,0,Rain,1,112,0
2023-02-18 10:00:15.121512,Sports & Outdoors,118.54,0.15,100.76,55.72,349,0.79,FBA,5,0,Clear,1,188,0
2023-02-18 10:52:40.396039,Sports & Outdoors,260.89,0.15,221.76,6.45,646,0.76,FBA,5,1,Clear,1,329,1
2023-02-18 11:45:05.670567,"Clothing, Shoes & Jewelry",278.93,0.5,139.47,62.18,133,0.86,FBA,5,0,Clear,1,287,1
2023-02-18 12:37:30.945094,Electronics,410.67,0.2,328.54,81.39,974,0.52,FBA,5,0,Clear,1,174,0
2023-02-18 13:29:56.219621,"Clothing, Shoes & Jewelry",286.89,0.2,229.51,99.24,51,0.9,FBA,5,0,Clear,1,254,1
2023-02-18 14:22:21.494149,Electronics,712.3,0.5,356.15,2.96,493,0.75,FBA,5,1,Rain,1,403,1
2023-02-18 15:14:46.768676,Home & Kitchen,452.1,0.0,452.1,66.01,201,0.25,FBA,5,0,Clear,1,93,0
2023-02-18 16:07:12.043204,Electronics,658.65,0.0,658.65,41.45,709,0.29,FBA,5,0,Clear,1,51,0
2023-02-18 16:59:37.317731,"Clothing, Shoes & Jewelry",402.69,0.05,382.56,0.98,617,0.83,FBM,5,0,Cloudy,1,82,0
2023-02-18 17:52:02.592259,Sports & Outdoors,472.28,0.0,472.28,61.44,822,0.48,FBA,5,0,Rain,1,130,0
2023-02-18 18:44:27.866786,Electronics,87.39,0.2,69.91,12.24,755,0.32,FBM,5,0,Clear,1,97,0
2023-02-18 19:36:53.141314,Electronics,209.87,0.15,178.39,37.86,507,0.48,FBA,5,0,Clear,1,166,0
2023-02-18 20:29:18.415841,Beauty & Personal Care,252.58,0.15,214.69,26.14,744,0.25,FBA,5,0,Cloudy,1,118,0
2023-02-18 21:21:43.690369,Sports & Outdoors,424.8,0.5,212.4,36.12,972,0.9,FBA,5,0,Rain,1,266,1
2023-02-18 22:14:08.964896,Home & Kitchen,257.53,0.0,257.53,49.27,13,0.16,FBA,5,0,Clear,1,106,0
2023-02-18 23:06:34.239423,"Clothing, Shoes & Jewelry",376.54,0.15,320.06,35.92,384,0.42,FBA,5,0,Cloudy,1,161,0
2023-02-18 23:58:59.513951,Home & Kitchen,78.09,0.05,74.19,55.27,736,0.6,FBA,5,0,Clear,1,164,0
2023-02-19 00:51:24.788478,Sports & Outdoors,133.68,0.0,133.68,23.86,722,0.89,FBA,6,1,Rain,1,311,1
2023-02-19 01:43:50.063006,Electronics,552.86,0.0,552.86,63.54,200,0.8,FBA,6,0,Clear,1,165,0
2023-02-19 02:36:15.337533,Electronics,136.08,0.2,108.86,85.38,164,0.12,FBM,6,0,Cloudy,1,163,0
2023-02-19 03:28:40.612061,Sports & Outdoors,182.16,0.05,173.06,22.41,560,0.84,FBA,6,0,Cloudy,1,135,0
2023-02-19 04:21:05.886588,Electronics,209.68,0.2,167.74,50.79,907,0.67,FBM,6,0,Clear,1,157,0
2023-02-19 05:13:31.161116,Electronics,272.15,0.05,258.54,64.87,132,0.22,FBM,6,0,Rain,1,90,0
2023-02-19 06:05:56.435643,Electronics,535.62,0.0,535.62,56.46,581,0.66,FBA,6,0,Snow,1,103,0
2023-02-19 06:58:21.710171,"Clothing, Shoes & Jewelry",190.25,0.0,190.25,36.56,883,0.84,FBA,6,0,Snow,1,193,0
2023-02-19 07:50:46.984698,"Clothing, Shoes & Jewelry",282.08,0.0,282.08,64.22,118,0.64,FBA,6,0,Clear,1,115,0
2023-02-19 08:43:12.259225,Beauty & Personal Care,58.97,0.5,29.48,2.82,650,1.0,Amazon Retail,6,0,Clear,1,252,1
2023-02-19 09:35:37.533753,Home & Kitchen,404.46,0.0,404.46,36.99,754,0.56,FBA,6,1,Clear,1,298,1
2023-02-19 10:28:02.808280,Sports & Outdoors,191.25,0.5,95.62,53.26,692,0.71,FBA,6,0,Rain,1,300,1
2023-02-19 11:20:28.082808,Sports & Outdoors,327.78,0.5,163.89,2.06,485,0.16,FBA,6,0,Rain,1,182,0
2023-02-19 12:12:53.357335,Sports & Outdoors,365.44,0.5,182.72,50.76,182,0.83,FBM,6,1,Clear,1,380,1
2023-02-19 13:05:18.631863,Beauty & Personal Care,112.73,0.0,112.73,65.43,457,0.66,FBA,6,0,Cloudy,1,214,0
2023-02-19 13:57:43.906390,"Clothing, Shoes & Jewelry",443.49,0.5,221.75,75.92,334,0.61,FBA,6,0,Clear,1,254,1
2023-02-19 14:50:09.180918,Beauty & Personal Care,311.95,0.0,311.95,11.34,561,0.74,FBM,6,0,Rain,1,98,0
2023-02-19 15:42:34.455445,Sports & Outdoors,220.08,0.0,220.08,99.06,692,0.6,Amazon Retail,6,0,Clear,1,119,0
2023-02-19 16:34:59.729972,Home & Kitchen,99.34,0.0,99.34,60.62,636,0.79,Amazon Retail,6,0,Clear,1,151,0
2023-02-19 17:27:25.004500,Electronics,707.59,0.3,495.31,36.32,230,0.63,FBA,6,0,Clear,1,151,0
2023-02-19 18:19:50.279027,"Clothing, Shoes & Jewelry",379.98,0.0,379.98,24.91,310,0.57,FBM,6,0,Clear,1,54,0
2023-02-19 19:12:15.553555,"Clothing, Shoes & Jewelry",111.93,0.05,106.34,57.29,859,0.22,Amazon Retail,6,0,Clear,1,110,0
2023-02-19 20:04:40.828082,Beauty & Personal Care,175.48,0.0,175.48,88.17,2,0.52,FBA,6,0,Clear,1,119,0
2023-02-19 20:57:06.102610,"Clothing, Shoes & Jewelry",406.74,0.0,406.74,52.06,887,0.58,FBA,6,0,Snow,1,192,0
2023-02-19 21:49:31.377137,Sports & Outdoors,350.88,0.0,350.88,66.15,911,0.66,FBA,6,0,Clear,1,192,0
2023-02-19 22:41:56.651665,Sports & Outdoors,385.23,0.2,308.19,35.77,684,0.51,FBA,6,0,Cloudy,1,228,1
2023-02-19 23:34:21.926192,Beauty & Personal Care,226.19,0.05,214.88,38.82,80,0.23,Amazon Retail,6,1,Rain,1,229,1
2023-02-20 00:26:47.200720,Sports & Outdoors,361.07,0.3,252.75,28.62,931,0.24,Amazon Retail,0,0,Rain,1,94,0
2023-02-20 01:19:12.475247,Home & Kitchen,199.38,0.1,179.44,70.56,274,0.75,Amazon Retail,0,0,Rain,1,100,0
2023-02-20 02:11:37.749774,Beauty & Personal Care,113.52,0.5,56.76,35.92,387,0.7,FBA,0,0,Cloudy,1,274,1
2023-02-20 03:04:03.024302,Home & Kitchen,320.01,0.05,304.01,19.07,826,0.33,FBM,0,0,Rain,1,55,0
2023-02-20 03:56:28.298829,Electronics,732.37,0.1,659.13,36.94,344,0.5,FBM,0,0,Rain,1,71,0
2023-02-20 04:48:53.573357,Home & Kitchen,162.19,0.05,154.08,85.38,218,0.38,FBA,0,0,Clear,1,145,0
2023-02-20 05:41:18.847884,Electronics,353.81,0.0,353.81,73.83,651,0.26,FBM,0,0,Cloudy,1,24,0
2023-02-20 06:33:44.122412,Electronics,510.39,0.2,408.31,33.46,62,0.39,Amazon Retail,0,1,Clear,1,238,1
2023-02-20 07:26:09.396939,Home & Kitchen,275.34,0.1,247.8,90.68,439,0.34,Amazon Retail,0,0,Clear,1,114,0
2023-02-20 08:18:34.671467,Beauty & Personal Care,423.28,0.2,338.62,7.48,26,0.17,FBA,0,0,Clear,1,66,0
2023-02-20 09:10:59.945994,Sports & Outdoors,383.25,0.15,325.77,4.98,707,0.55,FBA,0,0,Clear,1,132,0
2023-02-20 10:03:25.220522,Sports & Outdoors,38.57,0.0,38.57,12.75,380,0.51,Amazon Retail,0,0,Clear,1,67,0
2023-02-20 10:55:50.495049,Electronics,748.84,0.1,673.96,11.65,663,0.74,FBA,0,1,Cloudy,1,319,1
2023-02-20 11:48:15.769576,Electronics,568.02,0.0,568.02,8.78,976,0.66,FBA,0,0,Cloudy,1,112,0
2023-02-20 12:40:41.044104,Beauty & Personal Care,433.31,0.05,411.65,66.13,763,0.41,FBA,0,0,Rain,1,136,0
2023-02-20 13:33:06.318631,"Clothing, Shoes & Jewelry",329.09,0.1,296.18,60.08,247,0.55,FBA,0,0,Clear,1,149,0
2023-02-20 14:25:31.593159,Home & Kitchen,429.58,0.5,214.79,64.76,153,0.58,FBA,0,0,Clear,1,284,1
2023-02-20 15:17:56.867686,Electronics,97.6,0.0,97.6,68.84,209,0.93,FBM,0,0,Clear,1,132,0
2023-02-20 16:10:22.142214,Sports & Outdoors,180.39,0.0,180.39,75.69,21,0.98,FBA,0,0,Clear,1,273,1
2023-02-20 17:02:47.416741,Beauty & Personal Care,439.45,0.0,439.45,20.72,581,0.83,FBA,0,0,Clear,1,200,0
2023-02-20 17:55:12.691269,Home & Kitchen,108.81,0.0,108.81,62.23,18,0.61,Amazon Retail,0,0,Rain,1,182,0
2023-02-20 18:47:37.965796,Beauty & Personal Care,48.34,0.2,38.67,58.0,508,0.94,FBM,0,0,Clear,1,215,0
2023-02-20 19:40:03.240324,Home & Kitchen,396.18,0.2,316.94,94.37,612,0.26,FBM,0,0,Rain,1,121,0
2023-02-20 20:32:28.514851,Home & Kitchen,419.39,0.15,356.48,23.24,673,0.73,FBA,0,0,Snow,1,167,0
2023-02-20 21:24:53.789378,Electronics,134.55,0.2,107.64,5.87,650,0.51,FBM,0,0,Clear,1,112,0
2023-02-20 22:17:19.063906,Beauty & Personal Care,428.63,0.0,428.63,65.35,887,0.23,FBA,0,0,Clear,1,124,0
2023-02-20 23:09:44.338433,Beauty & Personal Care,346.52,0.0,346.52,74.02,599,0.17,FBA,0,0,Cloudy,1,96,0
2023-02-21 00:02:09.612961,Sports & Outdoors,264.84,0.0,264.84,28.32,428,0.53,FBM,1,0,Rain,1,106,0
2023-02-21 00:54:34.887488,Sports & Outdoors,416.82,0.2,333.46,57.08,36,0.32,FBA,1,0,Cloudy,1,145,0
2023-02-21 01:47:00.162016,Electronics,323.15,0.15,274.68,5.95,406,0.33,FBA,1,0,Clear,1,160,0
2023-02-21 02:39:25.436543,Electronics,157.59,0.1,141.83,96.0,423,0.39,FBM,1,0,Clear,1,160,0
2023-02-21 03:31:50.711071,"Clothing, Shoes & Jewelry",149.58,0.0,149.58,10.99,682,0.75,FBA,1,0,Clear,1,157,0
2023-02-21 04:24:15.985598,Sports & Outdoors,257.53,0.0,257.53,6.76,771,0.25,FBA,1,0,Cloudy,1,73,0
2023-02-21 05:16:41.260126,Home & Kitchen,270.35,0.5,135.18,4.41,337,0.75,FBA,1,0,Clear,1,218,0
2023-02-21 06:09:06.534653,Beauty & Personal Care,404.73,0.0,404.73,42.73,989,0.8,FBA,1,0,Cloudy,1,167,0
2023-02-21 07:01:31.809180,Electronics,596.64,0.15,507.15,9.72,270,0.64,FBA,1,0,Clear,1,120,0
2023-02-21 07:53:57.083708,Beauty & Personal Care,294.87,0.0,294.87,74.46,996,0.32,FBA,1,0,Clear,1,113,0
2023-02-21 08:46:22.358235,Beauty & Personal Care,392.58,0.0,392.58,89.89,918,0.15,FBA,1,0,Clear,1,113,0
2023-02-21 09:38:47.632763,"Clothing, Shoes & Jewelry",103.97,0.15,88.37,26.02,766,0.47,FBA,1,0,Clear,1,146,0
2023-02-21 10:31:12.907290,Sports & Outdoors,34.53,0.0,34.53,62.88,651,0.86,FBA,1,1,Clear,1,368,1
2023-02-21 11:23:38.181818,Electronics,657.12,0.15,558.55,4.23,579,0.19,FBM,1,0,Clear,1,31,0
2023-02-21 12:16:03.456345,Beauty & Personal Care,47.02,0.15,39.97,38.66,579,0.77,FBA,1,0,Cloudy,1,227,1
2023-02-21 13:08:28.730873,Electronics,196.32,0.05,186.5,29.29,947,0.52,FBA,1,0,Clear,1,202,0
2023-02-21 14:00:54.005400,Home & Kitchen,350.71,0.15,298.1,22.86,680,0.91,FBA,1,0,Rain,1,198,0
2023-02-21 14:53:19.279927,"Clothing, Shoes & Jewelry",210.63,0.05,200.1,64.47,616,0.42,FBA,1,0,Snow,1,150,0
2023-02-21 15:45:44.554455,Home & Kitchen,439.39,0.0,439.39,13.02,461,0.73,FBM,1,0,Clear,1,109,0
2023-02-21 16:38:09.828982,Electronics,234.02,0.15,198.91,86.07,314,0.77,FBM,1,0,Rain,1,201,0
2023-02-21 17:30:35.103510,Electronics,23.73,0.05,22.54,66.48,57,0.28,FBA,1,0,Clear,1,137,0
2023-02-21 18:23:00.378037,Sports & Outdoors,157.32,0.0,157.32,71.07,375,0.24,FBA,1,0,Clear,1,179,0
2023-02-21 19:15:25.652565,Beauty & Personal Care,293.26,0.3,205.28,93.53,698,0.18,FBA,1,0,Clear,1,180,0
2023-02-21 20:07:50.927092,Beauty & Personal Care,194.21,0.05,184.5,94.24,455,0.73,FBA,1,0,Rain,1,183,0
2023-02-21 21:00:16.201620,Home & Kitchen,272.09,0.2,217.67,55.17,406,0.59,FBA,1,0,Rain,1,238,1
2023-02-21 21:52:41.476147,"Clothing, Shoes & Jewelry",439.53,0.2,351.63,49.54,384,0.18,FBA,1,0,Snow,1,180,0
2023-02-21 22:45:06.750675,Beauty & Personal Care,457.12,0.0,457.12,33.54,55,0.38,FBA,1,0,Clear,1,97,0
2023-02-21 23:37:32.025202,Sports & Outdoors,140.33,0.05,133.31,71.56,458,0.23,FBA,1,0,Cloudy,1,168,0
2023-02-22 00:29:57.299729,Home & Kitchen,236.45,0.0,236.45,53.82,474,0.18,FBM,2,1,Rain,1,196,0
2023-02-22 01:22:22.574257,Home & Kitchen,279.08,0.0,279.08,93.29,515,0.37,FBA,2,0,Clear,1,167,0
2023-02-22 02:14:47.848784,Sports & Outdoors,475.07,0.2,380.05,23.86,796,0.19,FBA,2,0,Clear,1,87,0
2023-02-22 03:07:13.123312,"Clothing, Shoes & Jewelry",499.32,0.15,424.42,31.03,16,0.33,FBA,2,0,Clear,1,166,0
2023-02-22 03:59:38.397839,Sports & Outdoors,125.35,0.0,125.35,31.61,432,0.6,FBA,2,0,Rain,1,154,0
2023-02-22 04:52:03.672367,"Clothing, Shoes & Jewelry",366.22,0.1,329.6,80.6,978,0.6,FBA,2,0,Clear,1,153,0
2023-02-22 05:44:28.946894,Sports & Outdoors,195.24,0.5,97.62,9.9,236,0.25,FBA,2,0,Clear,1,219,1
2023-02-22 06:36:54.221422,Sports & Outdoors,13.97,0.05,13.27,45.56,306,0.27,FBM,2,0,Clear,1,65,0
2023-02-22 07:29:19.495949,Electronics,21.8,0.15,18.53,42.76,761,0.87,Amazon Retail,2,0,Cloudy,1,195,0
2023-02-22 08:21:44.770477,Home & Kitchen,235.68,0.15,200.33,7.31,432,0.25,FBA,2,0,Rain,1,141,0
2023-02-22 09:14:10.045004,Sports & Outdoors,249.28,0.0,249.28,41.08,23,0.14,FBA,2,0,Clear,1,119,0
2023-02-22 10:06:35.319531,Sports & Outdoors,21.06,0.0,21.06,51.34,299,0.32,FBA,2,0,Clear,1,141,0
2023-02-22 10:59:00.594059,Beauty & Personal Care,346.59,0.15,294.61,6.51,627,0.62,FBA,2,0,Snow,1,121,0
2023-02-22 11:51:25.868586,Home & Kitchen,154.06,0.0,154.06,50.99,237,0.11,FBA,2,0,Snow,1,103,0
2023-02-22 12:43:51.143114,Beauty & Personal Care,284.35,0.05,270.13,95.92,680,0.99,FBA,2,0,Clear,1,181,0
2023-02-22 13:36:16.417641,Home & Kitchen,157.45,0.15,133.83,97.89,824,0.31,FBM,2,0,Clear,1,175,0
2023-02-22 14:28:41.692169,Beauty & Personal Care,91.9,0.15,78.11,53.17,491,0.31,FBA,2,0,Rain,1,149,0
2023-02-22 15:21:06.966696,Sports & Outdoors,209.52,0.0,209.52,51.51,951,0.76,FBA,2,0,Clear,1,129,0
2023-02-22 16:13:32.241224,Sports & Outdoors,123.81,0.0,123.81,28.55,287,0.32,FBA,2,0,Snow,1,137,0
2023-02-22 17:05:57.515751,Electronics,408.08,0.0,408.08,99.71,414,0.46,FBM,2,1,Clear,1,309,1
2023-02-22 17:58:22.790279,Beauty & Personal Care,107.43,0.05,102.05,27.42,752,0.59,FBA,2,0,Clear,1,162,0
2023-02-22 18:50:48.064806,"Clothing, Shoes & Jewelry",259.12,0.0,259.12,45.29,399,0.12,FBA,2,0,Clear,1,115,0
2023-02-22 19:43:13.339333,Electronics,130.67,0.05,124.14,0.29,415,0.85,FBA,2,1,Clear,1,296,1
2023-02-22 20:35:38.613861,Beauty & Personal Care,338.78,0.0,338.78,34.92,875,0.56,Amazon Retail,2,0,Cloudy,1,89,0
2023-02-22 21:28:03.888388,Beauty & Personal Care,379.43,0.05,360.46,7.14,809,0.38,FBM,2,0,Rain,1,10,0
2023-02-22 22:20:29.162916,Electronics,96.14,0.0,96.14,74.38,889,0.46,FBA,2,0,Snow,1,121,0
2023-02-22 23:12:54.437443,Sports & Outdoors,239.22,0.05,227.26,56.1,801,0.15,FBA,2,0,Clear,1,165,0
2023-02-23 00:05:19.711971,Beauty & Personal Care,44.73,0.0,44.73,57.22,482,0.75,FBA,3,0,Clear,1,188,0
2023-02-23 00:57:44.986498,Sports & Outdoors,303.11,0.0,303.11,28.65,250,0.59,FBM,3,0,Clear,1,105,0
2023-02-23 01:50:10.261026,Electronics,209.34,0.3,146.54,81.49,676,0.92,FBM,3,0,Cloudy,1,286,1
2023-02-23 02:42:35.535553,Sports & Outdoors,268.54,0.0,268.54,0.33,399,0.52,FBA,3,0,Clear,1,94,0
2023-02-23 03:35:00.810081,Home & Kitchen,263.56,0.1,237.2,33.36,852,0.85,FBM,3,0,Clear,1,163,0
2023-02-23 04:27:26.084608,"Clothing, Shoes & Jewelry",462.93,0.3,324.05,65.95,140,0.27,Amazon Retail,3,0,Clear,1,102,0
2023-02-23 05:19:51.359135,Beauty & Personal Care,279.05,0.05,265.1,90.79,377,0.15,FBA,3,0,Clear,1,120,0
2023-02-23 06:12:16.633663,"Clothing, Shoes & Jewelry",295.67,0.2,236.54,23.46,119,0.95,FBA,3,0,Clear,1,241,1
2023-02-23 07:04:41.908190,Sports & Outdoors,206.81,0.0,206.81,54.11,337,0.33,FBA,3,0,Clear,1,125,0
2023-02-23 07:57:07.182718,Beauty & Personal Care,475.05,0.0,475.05,53.8,449,0.85,FBA,3,0,Clear,1,153,0
2023-02-23 08:49:32.457245,Sports & Outdoors,390.82,0.0,390.82,87.42,887,0.33,FBA,3,0,Rain,1,106,0
2023-02-23 09:41:57.731773,Home & Kitchen,149.85,0.0,149.85,5.05,160,0.24,FBA,3,0,Rain,1,94,0
2023-02-23 10:34:23.006300,Electronics,635.49,0.0,635.49,42.45,104,0.76,FBA,3,0,Clear,1,119,0
2023-02-23 11:26:48.280828,Beauty & Personal Care,221.87,0.0,221.87,18.25,849,0.8,FBA,3,0,Rain,1,177,0
2023-02-23 12:19:13.555355,Home & Kitchen,416.05,0.1,374.44,2.15,91,0.86,Amazon Retail,3,0,Clear,1,119,0
2023-02-23 13:11:38.829882,Home & Kitchen,413.22,0.3,289.25,14.7,484,0.88,FBA,3,0,Cloudy,1,225,1
2023-02-23 14:04:04.104410,Beauty & Personal Care,102.55,0.0,102.55,97.65,418,0.53,Amazon Retail,3,0,Clear,1,160,0
2023-02-23 14:56:29.378937,Sports & Outdoors,353.56,0.0,353.56,21.48,420,0.46,Amazon Retail,3,0,Clear,1,106,0
2023-02-23 15:48:54.653465,Home & Kitchen,152.42,0.0,152.42,93.5,715,0.78,FBA,3,0,Clear,1,136,0
2023-02-23 16:41:19.927992,"Clothing, Shoes & Jewelry",155.77,0.0,155.77,20.53,551,0.61,FBA,3,0,Clear,1,208,0
2023-02-23 17:33:45.202520,Home & Kitchen,155.21,0.15,131.93,93.13,903,0.97,FBA,3,0,Clear,1,256,1
2023-02-23 18:26:10.477047,Sports & Outdoors,365.53,0.0,365.53,65.46,53,0.44,FBA,3,0,Rain,1,205,0
2023-02-23 19:18:35.751575,Sports & Outdoors,122.61,0.0,122.61,11.32,600,0.14,FBA,3,1,Clear,1,271,1
2023-02-23 20:11:01.026102,"Clothing, Shoes & Jewelry",10.44,0.15,8.88,58.19,646,0.63,FBA,3,0,Clear,1,231,1
2023-02-23 21:03:26.300630,Home & Kitchen,360.47,0.2,288.37,31.85,513,0.42,FBM,3,0,Cloudy,1,103,0
2023-02-23 21:55:51.575157,Sports & Outdoors,93.88,0.05,89.19,38.32,96,0.41,FBA,3,0,Clear,1,142,0
2023-02-23 22:48:16.849684,Beauty & Personal Care,61.2,0.05,58.14,44.02,567,0.61,FBM,3,0,Clear,1,170,0
2023-02-23 23:40:42.124212,Electronics,189.57,0.0,189.57,42.27,992,0.93,FBA,3,0,Clear,1,196,0
2023-02-24 00:33:07.398739,Electronics,294.23,0.0,294.23,66.41,871,0.34,FBA,4,0,Rain,1,168,0
2023-02-24 01:25:32.673267,Electronics,364.79,0.0,364.79,76.84,635,0.44,FBA,4,0,Clear,1,123,0
2023-02-24 02:17:57.947794,Home & Kitchen,31.84,0.0,31.84,32.92,184,0.9,FBA,4,0,Rain,1,189,0
2023-02-24 03:10:23.222322,"Clothing, Shoes & Jewelry",485.58,0.3,339.91,92.44,432,0.91,FBA,4,0,Cloudy,1,163,0
2023-02-24 04:02:48.496849,Sports & Outdoors,360.87,0.05,342.83,93.85,470,0.31,FBA,4,0,Clear,1,97,0
2023-02-24 04:55:13.771377,Beauty & Personal Care,168.37,0.0,168.37,4.07,964,0.74,FBA,4,0,Clear,1,165,0
2023-02-24 05:47:39.045904,Beauty & Personal Care,166.16,0.0,166.16,1.49,124,0.47,FBA,4,0,Rain,1,85,0
2023-02-24 06:40:04.320432,Home & Kitchen,229.79,0.0,229.79,42.51,333,0.94,FBA,4,0,Clear,1,215,0
2023-02-24 07:32:29.594959,Electronics,475.29,0.1,427.76,59.06,263,0.76,FBM,4,0,Clear,1,123,0
2023-02-24 08:24:54.869486,Home & Kitchen,81.72,0.0,81.72,27.79,851,0.54,FBA,4,0,Clear,1,146,0
2023-02-24 09:17:20.144014,"Clothing, Shoes & Jewelry",102.58,0.0,102.58,25.94,190,0.84,FBM,4,0,Clear,1,121,0
2023-02-24 10:09:45.418541,"Clothing, Shoes & Jewelry",431.12,0.05,409.57,67.83,849,1.0,FBA,4,0,Rain,1,222,1
2023-02-24 11:02:10.693069,Sports & Outdoors,135.56,0.0,135.56,60.17,726,0.5,FBA,4,0,Rain,1,203,0
2023-02-24 11:54:35.967596,Sports & Outdoors,196.3,0.0,196.3,16.71,220,0.44,FBA,4,0,Rain,1,66,0
2023-02-24 12:47:01.242124,"Clothing, Shoes & Jewelry",436.92,0.0,436.92,88.45,198,0.65,FBA,4,0,Clear,1,175,0
2023-02-24 13:39:26.516651,"Clothing, Shoes & Jewelry",334.94,0.0,334.94,68.0,343,0.71,Amazon Retail,4,0,Snow,1,138,0
2023-02-24 14:31:51.791179,"Clothing, Shoes & Jewelry",177.44,0.0,177.44,36.26,173,0.73,FBA,4,0,Cloudy,1,177,0
2023-02-24 15:24:17.065706,Home & Kitchen,345.01,0.0,345.01,68.36,216,0.53,FBA,4,0,Clear,1,153,0
2023-02-24 16:16:42.340234,"Clothing, Shoes & Jewelry",19.64,0.15,16.7,11.27,205,0.4,FBA,4,0,Clear,1,182,0
2023-02-24 17:09:07.614761,Beauty & Personal Care,370.46,0.15,314.9,46.83,997,0.84,FBA,4,0,Clear,1,243,1
2023-02-24 18:01:32.889288,Electronics,372.96,0.1,335.66,16.9,578,0.96,FBA,4,0,Cloudy,1,192,0
2023-02-24 18:53:58.163816,"Clothing, Shoes & Jewelry",408.46,0.2,326.77,4.14,372,0.88,FBA,4,0,Clear,1,149,0
2023-02-24 19:46:23.438343,Electronics,716.66,0.0,716.66,33.83,173,0.71,FBA,4,0,Clear,1,115,0
2023-02-24 20:38:48.712871,Home & Kitchen,463.64,0.2,370.91,15.07,77,0.42,FBA,4,1,Clear,1,274,1
2023-02-24 21:31:13.987398,Electronics,683.31,0.0,683.31,63.35,322,0.66,FBA,4,0,Clear,1,96,0
2023-02-24 22:23:39.261926,Home & Kitchen,260.96,0.0,260.96,67.41,553,0.19,FBA,4,0,Clear,1,117,0
2023-02-24 23:16:04.536453,Beauty & Personal Care,186.47,0.0,186.47,14.87,575,0.58,FBA,4,0,Clear,1,144,0
2023-02-25 00:08:29.810981,Home & Kitchen,237.87,0.0,237.87,2.46,383,0.8,Amazon Retail,5,0,Clear,1,87,0
2023-02-25 01:00:55.085508,Home & Kitchen,348.05,0.5,174.02,79.28,840,0.33,FBA,5,0,Snow,1,298,1
2023-02-25 01:53:20.360036,Sports & Outdoors,443.16,0.0,443.16,0.21,436,0.55,FBA,5,0,Rain,1,105,0
2023-02-25 02:45:45.634563,"Clothing, Shoes & Jewelry",111.42,0.0,111.42,34.39,198,0.17,FBM,5,0,Cloudy,1,110,0
2023-02-25 03:38:10.909090,"Clothing, Shoes & Jewelry",459.91,0.0,459.91,49.46,601,0.85,Amazon Retail,5,1,Clear,1,244,1
2023-02-25 04:30:36.183618,Beauty & Personal Care,409.44,0.0,409.44,81.86,6,0.42,FBA,5,0,Cloudy,1,142,0
2023-02-25 05:23:01.458145,Beauty & Personal Care,489.64,0.0,489.64,83.86,262,0.62,FBA,5,0,Rain,1,127,0
2023-02-25 06:15:26.732673,"Clothing, Shoes & Jewelry",441.32,0.0,441.32,72.49,633,0.44,FBM,5,0,Clear,1,108,0
2023-02-25 07:07:52.007200,Sports & Outdoors,147.17,0.0,147.17,24.72,675,0.64,FBA,5,0,Clear,1,208,0
2023-02-25 08:00:17.281728,"Clothing, Shoes & Jewelry",61.92,0.2,49.53,72.02,627,0.77,FBA,5,0,Clear,1,243,1
2023-02-25 08:52:42.556255,Sports & Outdoors,65.0,0.0,65.0,24.65,524,0.39,FBA,5,0,Clear,1,129,0
2023-02-25 09:45:07.830783,Beauty & Personal Care,152.7,0.0,152.7,21.46,962,0.57,FBA,5,0,Cloudy,1,158,0
2023-02-25 10:37:33.105310,Electronics,466.43,0.1,419.78,54.71,19,0.82,FBM,5,0,Clear,1,139,0
2023-02-25 11:29:58.379837,Beauty & Personal Care,404.12,0.5,202.06,67.89,712,0.72,FBA,5,0,Cloudy,1,265,1
